batter,bowler,Balls_Faced,Runs_Scored,Times_Out,Fours,Sixes,Strike_Rate,Dismissal_Rate
KD Karthik,P Kumar,18,24,1,2,1,133.33333333333331,0.05555555555555555
V Kohli,DP Nannes,15,20,1,2,0,133.33333333333331,0.06666666666666667
TM Dilshan,GB Hogg,15,20,0,3,0,133.33333333333331,0.0
BB McCullum,PV Tambe,15,20,1,1,2,133.33333333333331,0.06666666666666667
BB McCullum,RJ Harris,15,20,1,0,2,133.33333333333331,0.06666666666666667
BB McCullum,R Sathish,12,16,0,2,0,133.33333333333331,0.0
YK Pathan,MM Sharma,30,40,5,4,1,133.33333333333331,0.16666666666666666
V Shankar,KH Pandya,21,28,1,0,2,133.33333333333331,0.047619047619047616
V Sehwag,DS Kulkarni,15,20,2,4,0,133.33333333333331,0.13333333333333333
DA Miller,DR Smith,12,16,1,2,0,133.33333333333331,0.08333333333333333
TL Suman,A Kumble,18,24,1,2,1,133.33333333333331,0.05555555555555555
SM Curran,T Natarajan,12,16,1,1,1,133.33333333333331,0.08333333333333333
R Dravid,R Ashwin,18,24,0,3,0,133.33333333333331,0.0
PA Patel,AS Rajpoot,15,20,0,3,1,133.33333333333331,0.0
PA Patel,DJ Bravo,15,20,3,2,0,133.33333333333331,0.2
PA Patel,L Ngidi,15,20,0,3,1,133.33333333333331,0.0
HR Shokeen,D Pretorius,12,16,0,3,0,133.33333333333331,0.0
HM Amla,KH Pandya,15,20,0,1,1,133.33333333333331,0.0
TM Dilshan,KK Cooper,12,16,0,2,0,133.33333333333331,0.0
SE Marsh,M Ntini,12,16,1,2,1,133.33333333333331,0.08333333333333333
MD Mishra,DE Bollinger,15,20,1,2,1,133.33333333333331,0.06666666666666667
RV Uthappa,A Ashish Reddy,15,20,3,1,1,133.33333333333331,0.2
SA Yadav,NLTC Perera,12,16,1,3,0,133.33333333333331,0.08333333333333333
DA Miller,A Mishra,51,68,1,3,2,133.33333333333331,0.0196078431372549
DR Smith,ST Jayasuriya,18,24,2,2,1,133.33333333333331,0.1111111111111111
MEK Hussey,KA Pollard,24,32,0,2,1,133.33333333333331,0.0
DJ Hussey,VRV Singh,15,20,0,3,0,133.33333333333331,0.0
IK Pathan,M Muralitharan,15,20,0,2,1,133.33333333333331,0.0
V Sehwag,MM Patel,39,52,3,5,3,133.33333333333331,0.07692307692307693
Q de Kock,RJW Topley,12,16,1,3,0,133.33333333333331,0.08333333333333333
AM Rahane,HV Patel,15,20,1,3,0,133.33333333333331,0.06666666666666667
AB de Villiers,Z Khan,21,28,1,5,0,133.33333333333331,0.047619047619047616
S Dhawan,RP Singh,36,48,2,5,1,133.33333333333331,0.05555555555555555
B Sai Sudharsan,M Theekshana,12,16,0,0,2,133.33333333333331,0.0
LA Pomersbach,A Kumble,15,20,0,1,2,133.33333333333331,0.0
JD Ryder,DE Bollinger,12,16,1,3,0,133.33333333333331,0.08333333333333333
R Tewatia,Sandeep Sharma,12,16,1,1,1,133.33333333333331,0.08333333333333333
JP Duminy,SR Watson,15,20,0,2,1,133.33333333333331,0.0
MV Boucher,PJ Sangwan,12,16,2,0,2,133.33333333333331,0.16666666666666666
SK Raina,KV Sharma,15,20,1,0,2,133.33333333333331,0.06666666666666667
DA Warner,L Ngidi,12,16,1,1,1,133.33333333333331,0.08333333333333333
V Kohli,PP Chawla,105,140,3,9,6,133.33333333333331,0.02857142857142857
MS Dhoni,RP Singh,33,44,1,5,1,133.33333333333331,0.030303030303030304
SV Samson,PJ Cummins,15,20,0,0,1,133.33333333333331,0.0
KL Rahul,CR Woakes,18,24,0,2,2,133.33333333333331,0.0
SK Raina,Pankaj Singh,12,16,1,3,0,133.33333333333331,0.08333333333333333
JM Bairstow,Mujeeb Ur Rahman,18,24,1,1,2,133.33333333333331,0.05555555555555555
VVS Laxman,TM Dilshan,12,16,1,1,1,133.33333333333331,0.08333333333333333
KL Rahul,AB Dinda,15,20,1,2,0,133.33333333333331,0.06666666666666667
N Rana,A Mishra,12,16,0,1,1,133.33333333333331,0.0
SR Watson,PP Ojha,24,32,2,3,1,133.33333333333331,0.08333333333333333
M Vijay,CH Morris,18,24,1,1,2,133.33333333333331,0.05555555555555555
MS Dhoni,P Awana,15,20,1,2,1,133.33333333333331,0.06666666666666667
F du Plessis,KK Ahmed,51,68,1,9,2,133.33333333333331,0.0196078431372549
MS Dhoni,P Negi,27,36,0,1,4,133.33333333333331,0.0
F du Plessis,KJ Abbott,12,16,0,2,0,133.33333333333331,0.0
TL Suman,SK Trivedi,12,16,1,2,0,133.33333333333331,0.08333333333333333
EJG Morgan,P Kumar,15,20,0,4,0,133.33333333333331,0.0
SK Raina,K Gowtham,21,28,0,4,0,133.33333333333331,0.0
MS Dhoni,JR Hopes,15,20,1,1,1,133.33333333333331,0.06666666666666667
S Dube,YS Chahal,15,20,0,0,2,133.33333333333331,0.0
KS Bharat,Avesh Khan,12,16,0,0,1,133.33333333333331,0.0
AJ Finch,I Sharma,15,20,0,4,0,133.33333333333331,0.0
RR Pant,DL Chahar,18,24,1,2,0,133.33333333333331,0.05555555555555555
V Kohli,IK Pathan,69,92,4,15,1,133.33333333333331,0.057971014492753624
V Kohli,AD Russell,66,88,2,4,4,133.33333333333331,0.030303030303030304
SV Samson,WD Parnell,12,16,2,2,1,133.33333333333331,0.16666666666666666
V Kohli,MR Marsh,21,28,0,2,1,133.33333333333331,0.0
S Dhawan,P Awana,15,20,0,1,1,133.33333333333331,0.0
DPMD Jayawardene,JD Unadkat,24,32,1,4,1,133.33333333333331,0.041666666666666664
DA Warner,CR Brathwaite,12,16,1,0,1,133.33333333333331,0.08333333333333333
BA Stokes,S Kaul,12,16,0,2,0,133.33333333333331,0.0
SK Raina,Mohammed Siraj,12,16,1,1,1,133.33333333333331,0.08333333333333333
SK Raina,MM Sharma,27,36,1,2,2,133.33333333333331,0.037037037037037035
JC Buttler,CR Woakes,15,20,2,0,2,133.33333333333331,0.13333333333333333
DJ Hooda,CH Morris,12,16,2,0,1,133.33333333333331,0.16666666666666666
SE Marsh,S Sreesanth,15,20,0,4,0,133.33333333333331,0.0
F du Plessis,JO Holder,33,44,3,6,0,133.33333333333331,0.09090909090909091
V Kohli,MG Johnson,21,28,0,3,1,133.33333333333331,0.0
MS Bisla,I Sharma,12,16,0,3,0,133.33333333333331,0.0
G Gambhir,J Botha,18,24,1,4,0,133.33333333333331,0.05555555555555555
AB de Villiers,R Bhatia,27,36,0,2,1,133.33333333333331,0.0
SV Samson,Harpreet Brar,12,16,0,2,0,133.33333333333331,0.0
A Symonds,JA Morkel,18,24,1,2,1,133.33333333333331,0.05555555555555555
YV Takawale,S Badree,12,16,0,4,0,133.33333333333331,0.0
SS Iyer,P Kumar,12,16,1,2,1,133.33333333333331,0.08333333333333333
MP Stoinis,Kuldeep Yadav,15,20,1,1,1,133.33333333333331,0.06666666666666667
MP Stoinis,M Ashwin,18,24,0,0,2,133.33333333333331,0.0
AB de Villiers,MG Johnson,18,24,0,2,1,133.33333333333331,0.0
AD Russell,DL Chahar,12,16,0,0,2,133.33333333333331,0.0
DP Conway,Umran Malik,12,16,1,3,0,133.33333333333331,0.08333333333333333
AK Markram,DL Chahar,12,16,0,2,0,133.33333333333331,0.0
Shahbaz Ahmed,Arshdeep Singh,12,16,1,1,1,133.33333333333331,0.08333333333333333
KH Pandya,R Tewatia,21,28,0,0,3,133.33333333333331,0.0
SK Raina,Anureet Singh,15,20,0,3,0,133.33333333333331,0.0
C Green,Mohsin Khan,12,16,0,1,1,133.33333333333331,0.0
Ishan Kishan,KH Pandya,27,36,0,5,0,133.33333333333331,0.0
GJ Maxwell,DJ Bravo,15,20,2,1,1,133.33333333333331,0.13333333333333333
SC Ganguly,WPUJC Vaas,15,20,1,2,1,133.33333333333331,0.06666666666666667
M Vohra,Shakib Al Hasan,21,28,0,1,2,133.33333333333331,0.0
V Kohli,CJ Anderson,12,16,0,0,1,133.33333333333331,0.0
Yuvraj Singh,I Sharma,15,20,1,3,0,133.33333333333331,0.06666666666666667
V Sehwag,SR Watson,24,32,3,6,0,133.33333333333331,0.125
AC Gilchrist,P Kumar,15,20,0,4,0,133.33333333333331,0.0
RV Uthappa,TG Southee,21,28,0,4,0,133.33333333333331,0.0
B Sai Sudharsan,K Rabada,21,28,0,5,0,133.33333333333331,0.0
PJ Cummins,Harshit Rana,12,16,0,1,1,133.33333333333331,0.0
PC Valthaty,IK Pathan,15,20,2,1,2,133.33333333333331,0.13333333333333333
AJ Finch,MM Sharma,15,20,3,3,0,133.33333333333331,0.2
SP Fleming,R Vinay Kumar,12,16,0,1,1,133.33333333333331,0.0
AC Gilchrist,JH Kallis,42,56,0,6,2,133.33333333333331,0.0
KM Jadhav,MM Sharma,15,20,2,1,2,133.33333333333331,0.13333333333333333
Yuvraj Singh,Mohammed Shami,33,44,0,4,2,133.33333333333331,0.0
Yuvraj Singh,MG Johnson,15,20,0,3,0,133.33333333333331,0.0
RG Sharma,B Kumar,64,85,1,9,4,132.8125,0.015625
RG Sharma,MM Sharma,61,81,1,10,2,132.78688524590163,0.01639344262295082
RG Sharma,P Kumar,61,81,1,9,3,132.78688524590163,0.01639344262295082
BB McCullum,SL Malinga,61,81,4,11,3,132.78688524590163,0.06557377049180328
YK Pathan,DJ Bravo,55,73,3,6,2,132.72727272727275,0.05454545454545454
YK Pathan,RA Jadeja,46,61,0,5,2,132.6086956521739,0.0
DR Smith,KV Sharma,37,49,2,3,3,132.43243243243242,0.05405405405405406
KD Karthik,S Gopal,37,49,0,5,2,132.43243243243242,0.0
V Kohli,P Negi,34,45,0,1,2,132.35294117647058,0.0
BB McCullum,P Kumar,31,41,1,4,3,132.25806451612902,0.03225806451612903
F du Plessis,CV Varun,31,41,2,5,1,132.25806451612902,0.06451612903225806
Shubman Gill,K Rabada,59,78,2,7,3,132.20338983050848,0.03389830508474576
CH Gayle,DL Chahar,28,37,2,5,2,132.14285714285714,0.07142857142857142
CH Gayle,RP Singh,28,37,1,3,3,132.14285714285714,0.03571428571428571
AB de Villiers,MM Patel,28,37,0,3,1,132.14285714285714,0.0
JM Bairstow,AR Patel,28,37,0,5,1,132.14285714285714,0.0
SS Tiwary,AD Mathews,28,37,0,1,2,132.14285714285714,0.0
JC Buttler,RA Jadeja,53,70,2,6,2,132.0754716981132,0.03773584905660377
MS Dhoni,R Vinay Kumar,25,33,1,0,2,132.0,0.04
NV Ojha,M Muralitharan,25,33,1,0,3,132.0,0.04
F du Plessis,Avesh Khan,47,62,1,9,0,131.91489361702128,0.02127659574468085
DJ Hooda,AR Patel,47,62,0,3,2,131.91489361702128,0.0
SO Hetmyer,Rashid Khan,44,58,3,2,5,131.8181818181818,0.06818181818181818
E Lewis,GJ Maxwell,22,29,0,2,2,131.8181818181818,0.0
MS Dhoni,I Sharma,22,29,1,4,0,131.8181818181818,0.045454545454545456
AM Rahane,Rashid Khan,44,58,1,4,2,131.8181818181818,0.022727272727272728
F du Plessis,M Ashwin,44,58,0,5,2,131.8181818181818,0.0
KS Williamson,SN Thakur,44,58,2,9,1,131.8181818181818,0.045454545454545456
EJG Morgan,CH Morris,22,29,0,2,2,131.8181818181818,0.0
MK Pandey,SM Curran,22,29,1,5,0,131.8181818181818,0.045454545454545456
N Rana,TU Deshpande,22,29,0,3,2,131.8181818181818,0.0
SR Tendulkar,I Sharma,63,83,1,13,1,131.74603174603175,0.015873015873015872
S Dhawan,M Morkel,60,79,2,14,1,131.66666666666666,0.03333333333333333
SK Raina,B Kumar,60,79,3,10,2,131.66666666666666,0.05
AB de Villiers,DS Kulkarni,38,50,1,6,1,131.57894736842107,0.02631578947368421
SV Samson,B Stanlake,19,25,1,2,0,131.57894736842107,0.05263157894736842
R Tewatia,DJ Bravo,19,25,2,1,2,131.57894736842107,0.10526315789473684
KH Pandya,M Prasidh Krishna,19,25,0,4,0,131.57894736842107,0.0
RS Bopara,DW Steyn,19,25,0,2,0,131.57894736842107,0.0
AB de Villiers,T Natarajan,19,25,1,3,0,131.57894736842107,0.05263157894736842
KD Karthik,TA Boult,19,25,1,5,0,131.57894736842107,0.05263157894736842
Mandeep Singh,CH Morris,19,25,0,2,1,131.57894736842107,0.0
AJ Finch,CJ Anderson,19,25,0,4,0,131.57894736842107,0.0
AT Rayudu,SK Trivedi,19,25,0,1,1,131.57894736842107,0.0
RR Powar,L Balaji,19,25,0,4,0,131.57894736842107,0.0
NV Ojha,M Morkel,19,25,1,3,1,131.57894736842107,0.05263157894736842
MJ Lumb,S Sreesanth,19,25,0,5,0,131.57894736842107,0.0
CA Pujara,DW Steyn,19,25,1,5,0,131.57894736842107,0.05263157894736842
AM Rahane,Yuvraj Singh,19,25,0,0,1,131.57894736842107,0.0
KS Williamson,A Mishra,73,96,0,7,3,131.50684931506848,0.0
Q de Kock,SN Thakur,35,46,2,3,3,131.42857142857142,0.05714285714285714
MA Agarwal,TG Southee,35,46,0,6,2,131.42857142857142,0.0
WP Saha,DL Chahar,51,67,3,5,4,131.37254901960785,0.058823529411764705
AM Rahane,Arshdeep Singh,16,21,2,4,0,131.25,0.125
KD Karthik,Bipul Sharma,16,21,1,2,1,131.25,0.0625
RV Uthappa,KA Pollard,32,42,3,1,2,131.25,0.09375
KS Williamson,DL Chahar,48,63,0,7,2,131.25,0.0
G Gambhir,MP Stoinis,16,21,0,3,0,131.25,0.0
RK Singh,M Markande,16,21,0,1,1,131.25,0.0
SK Raina,AR Patel,48,63,2,6,0,131.25,0.041666666666666664
SV Samson,MP Stoinis,16,21,2,2,0,131.25,0.125
HH Pandya,Kuldeep Yadav,32,42,0,4,1,131.25,0.0
MS Dhoni,Mohammad Asif,16,21,1,2,0,131.25,0.0625
Tilak Varma,JO Holder,16,21,2,3,0,131.25,0.125
BB McCullum,VR Aaron,16,21,2,2,1,131.25,0.125
G Gambhir,P Awana,16,21,0,2,0,131.25,0.0
MK Pandey,R Dhawan,16,21,0,2,0,131.25,0.0
JH Kallis,SL Malinga,64,84,3,10,2,131.25,0.046875
Mohammad Nabi,JJ Bumrah,16,21,2,1,2,131.25,0.125
B Sai Sudharsan,Mukesh Kumar,16,21,0,3,0,131.25,0.0
SC Ganguly,IK Pathan,32,42,1,6,2,131.25,0.03125
SO Hetmyer,HH Pandya,16,21,1,3,0,131.25,0.0625
K Goel,MM Patel,16,21,1,2,2,131.25,0.0625
SV Samson,SM Curran,16,21,2,1,1,131.25,0.125
LMP Simmons,P Negi,16,21,0,1,1,131.25,0.0
R Dravid,I Sharma,48,63,2,10,1,131.25,0.041666666666666664
R Dravid,JH Kallis,32,42,1,7,0,131.25,0.03125
SA Yadav,Arshdeep Singh,29,38,2,3,2,131.0344827586207,0.06896551724137931
KD Karthik,R Ashwin,58,76,1,8,1,131.0344827586207,0.017241379310344827
JC Buttler,Mohammed Siraj,42,55,2,5,3,130.95238095238096,0.047619047619047616
G Gambhir,PP Ojha,42,55,4,4,1,130.95238095238096,0.09523809523809523
CH Gayle,UT Yadav,55,72,4,5,6,130.9090909090909,0.07272727272727272
RV Uthappa,R Ashwin,94,123,6,7,7,130.85106382978725,0.06382978723404255
KL Rahul,VG Arora,13,17,0,1,1,130.76923076923077,0.0
SA Yadav,HV Patel,39,51,1,6,1,130.76923076923077,0.02564102564102564
D Padikkal,Ravi Bishnoi,26,34,1,6,0,130.76923076923077,0.038461538461538464
SM Katich,GD McGrath,13,17,0,4,0,130.76923076923077,0.0
MA Agarwal,M Morkel,13,17,2,1,1,130.76923076923077,0.15384615384615385
WG Jacks,Noor Ahmad,13,17,1,1,1,130.76923076923077,0.07692307692307693
SC Ganguly,Y Venugopal Rao,13,17,0,2,0,130.76923076923077,0.0
R McLaren,A Kumble,13,17,0,2,0,130.76923076923077,0.0
VR Iyer,Arshdeep Singh,13,17,1,1,1,130.76923076923077,0.07692307692307693
SPD Smith,Kuldeep Yadav,26,34,0,3,0,130.76923076923077,0.0
KK Nair,Yuvraj Singh,13,17,1,1,0,130.76923076923077,0.07692307692307693
S Dhawan,PP Ojha,39,51,2,4,3,130.76923076923077,0.05128205128205128
MP Stoinis,JR Hazlewood,13,17,1,2,1,130.76923076923077,0.07692307692307693
GJ Maxwell,JH Kallis,13,17,0,2,0,130.76923076923077,0.0
CA Lynn,KK Ahmed,13,17,1,1,1,130.76923076923077,0.07692307692307693
RG Sharma,GB Hogg,13,17,1,3,0,130.76923076923077,0.07692307692307693
RG Sharma,KV Sharma,26,34,1,2,1,130.76923076923077,0.038461538461538464
MN Samuels,SB Jakati,13,17,0,2,0,130.76923076923077,0.0
AT Rayudu,PP Ojha,13,17,1,2,0,130.76923076923077,0.07692307692307693
BB McCullum,CH Morris,13,17,2,2,1,130.76923076923077,0.15384615384615385
RA Tripathi,Sandeep Sharma,13,17,1,2,0,130.76923076923077,0.07692307692307693
KP Pietersen,Yuvraj Singh,13,17,0,1,1,130.76923076923077,0.0
CA Lynn,S Gopal,13,17,2,0,2,130.76923076923077,0.15384615384615385
SR Watson,DR Smith,13,17,0,1,1,130.76923076923077,0.0
PN Mankad,T Natarajan,13,17,0,1,1,130.76923076923077,0.0
KC Sangakkara,JR Hopes,13,17,1,3,0,130.76923076923077,0.07692307692307693
DP Conway,YS Chahal,13,17,1,2,0,130.76923076923077,0.07692307692307693
G Gambhir,PJ Cummins,13,17,0,3,0,130.76923076923077,0.0
CL White,PP Ojha,13,17,0,0,1,130.76923076923077,0.0
V Kohli,Imran Tahir,26,34,1,2,1,130.76923076923077,0.038461538461538464
MK Tiwary,YK Pathan,13,17,1,3,0,130.76923076923077,0.07692307692307693
S Dhawan,Basil Thampi,13,17,1,1,1,130.76923076923077,0.07692307692307693
WP Saha,VRV Singh,13,17,0,2,0,130.76923076923077,0.0
SE Marsh,UT Yadav,13,17,1,3,0,130.76923076923077,0.07692307692307693
RS Bopara,VY Mahesh,13,17,1,2,0,130.76923076923077,0.07692307692307693
GC Smith,R Vinay Kumar,13,17,0,3,0,130.76923076923077,0.0
RM Patidar,Harpreet Brar,13,17,1,1,1,130.76923076923077,0.07692307692307693
S Vidyut,SR Watson,13,17,0,2,1,130.76923076923077,0.0
SV Samson,RA Jadeja,62,81,3,2,6,130.64516129032256,0.04838709677419355
YK Pathan,Harbhajan Singh,36,47,0,6,1,130.55555555555557,0.0
DA Warner,Washington Sundar,36,47,2,5,2,130.55555555555557,0.05555555555555555
KD Karthik,IK Pathan,36,47,2,5,0,130.55555555555557,0.05555555555555555
DR Smith,Z Khan,36,47,0,7,1,130.55555555555557,0.0
RA Jadeja,JJ Bumrah,36,47,1,6,0,130.55555555555557,0.027777777777777776
MK Pandey,R Tewatia,36,47,0,2,3,130.55555555555557,0.0
S Dhawan,VS Malik,23,30,0,3,1,130.43478260869566,0.0
LMP Simmons,A Nehra,46,60,0,6,3,130.43478260869566,0.0
S Dube,MM Sharma,23,30,1,2,1,130.43478260869566,0.043478260869565216
D Padikkal,C Sakariya,23,30,0,3,1,130.43478260869566,0.0
RA Tripathi,HV Patel,23,30,2,2,2,130.43478260869566,0.08695652173913043
R Parag,Kuldeep Yadav,23,30,0,0,3,130.43478260869566,0.0
JC Buttler,AR Patel,56,73,1,5,4,130.35714285714286,0.017857142857142856
DJ Hooda,Kuldeep Yadav,33,43,3,2,2,130.3030303030303,0.09090909090909091
RA Jadeja,B Kumar,43,56,1,5,0,130.2325581395349,0.023255813953488372
RG Sharma,Kuldeep Yadav,43,56,1,2,3,130.2325581395349,0.023255813953488372
S Dhawan,MJ McClenaghan,53,69,3,8,2,130.18867924528303,0.05660377358490566
DA Warner,Kuldeep Yadav,53,69,2,4,3,130.18867924528303,0.03773584905660377
AT Rayudu,GB Hogg,10,13,0,0,1,130.0,0.0
WP Saha,A Nortje,10,13,2,3,0,130.0,0.2
AM Rahane,TG Southee,20,26,1,2,1,130.0,0.05
AM Rahane,AB Agarkar,30,39,1,6,0,130.0,0.03333333333333333
N Rana,AS Joseph,10,13,1,0,2,130.0,0.1
LRPL Taylor,Z Khan,10,13,0,1,0,130.0,0.0
RA Jadeja,JC Archer,10,13,0,2,0,130.0,0.0
SA Yadav,KV Sharma,10,13,0,1,0,130.0,0.0
Yuvraj Singh,BA Stokes,10,13,0,1,1,130.0,0.0
KD Karthik,C Sakariya,10,13,0,2,0,130.0,0.0
MA Agarwal,Mohsin Khan,10,13,0,1,1,130.0,0.0
B Chipli,YK Pathan,10,13,0,1,1,130.0,0.0
B Kumar,CH Morris,10,13,0,1,0,130.0,0.0
G Gambhir,YA Abdulla,10,13,0,1,1,130.0,0.0
JP Duminy,CH Gayle,20,26,0,0,1,130.0,0.0
V Shankar,Arshdeep Singh,10,13,1,1,0,130.0,0.1
Q de Kock,STR Binny,20,26,0,3,0,130.0,0.0
KM Jadhav,NLTC Perera,10,13,0,0,1,130.0,0.0
Salman Butt,L Balaji,10,13,1,2,0,130.0,0.1
NV Ojha,RN ten Doeschate,10,13,1,0,2,130.0,0.1
DJ Mitchell,JD Unadkat,10,13,1,2,0,130.0,0.1
JD Ryder,J Botha,10,13,1,2,0,130.0,0.1
KA Pollard,AB Agarkar,10,13,0,0,1,130.0,0.0
F du Plessis,Yash Dayal,10,13,0,2,0,130.0,0.0
KP Pietersen,Ankit Sharma,10,13,0,1,1,130.0,0.0
Q de Kock,CJ Green,10,13,0,2,0,130.0,0.0
AR Patel,PJ Cummins,10,13,0,1,0,130.0,0.0
G Gambhir,V Pratap Singh,10,13,0,3,0,130.0,0.0
DP Conway,SP Narine,10,13,0,0,1,130.0,0.0
DP Conway,R Goyal,10,13,0,1,0,130.0,0.0
KS Williamson,VR Aaron,20,26,0,4,0,130.0,0.0
JH Kallis,A Mithun,10,13,1,2,0,130.0,0.1
KL Rahul,Umran Malik,10,13,0,2,0,130.0,0.0
G Gambhir,TM Dilshan,10,13,0,2,0,130.0,0.0
Q de Kock,PV Tambe,10,13,1,2,0,130.0,0.1
JH Kallis,MR Marsh,10,13,1,3,0,130.0,0.1
IK Pathan,Z Khan,20,26,3,3,0,130.0,0.15
MP Stoinis,Arshdeep Singh,10,13,0,1,0,130.0,0.0
RS Bopara,MM Patel,10,13,1,1,0,130.0,0.1
SS Iyer,Imran Tahir,10,13,2,0,1,130.0,0.2
GJ Maxwell,A Nortje,10,13,0,2,0,130.0,0.0
MM Ali,RP Meredith,10,13,0,3,0,130.0,0.0
SK Raina,AN Ahmed,20,26,0,1,1,130.0,0.0
DJ Hussey,JJ Bumrah,10,13,0,2,0,130.0,0.0
RR Pant,DJ Hooda,10,13,0,1,0,130.0,0.0
M Vijay,YS Chahal,10,13,1,2,0,130.0,0.1
KH Pandya,SM Curran,10,13,1,2,0,130.0,0.1
S Badrinath,R Vinay Kumar,20,26,2,3,1,130.0,0.1
H Klaasen,AD Russell,10,13,0,1,0,130.0,0.0
G Gambhir,R Sharma,10,13,0,2,0,130.0,0.0
C Green,Harpreet Brar,10,13,0,1,1,130.0,0.0
SR Watson,S Gopal,10,13,0,0,1,130.0,0.0
MR Marsh,DJ Bravo,10,13,1,2,0,130.0,0.1
Y Venugopal Rao,P Kumar,10,13,1,2,0,130.0,0.1
M Kaif,M Muralitharan,10,13,2,0,1,130.0,0.2
AJ Finch,B Lee,10,13,0,2,0,130.0,0.0
WP Saha,M Muralitharan,10,13,0,0,1,130.0,0.0
SR Watson,SB Joshi,10,13,0,1,1,130.0,0.0
AB de Villiers,P Negi,10,13,0,2,0,130.0,0.0
KA Pollard,MR Marsh,10,13,0,1,1,130.0,0.0
S Dhawan,LE Plunkett,10,13,0,1,0,130.0,0.0
Ishan Kishan,NT Ellis,10,13,0,1,0,130.0,0.0
RV Uthappa,Mohammed Shami,40,52,2,6,1,130.0,0.05
YBK Jaiswal,Arshdeep Singh,20,26,2,4,0,130.0,0.1
MD Mishra,R McLaren,10,13,0,1,1,130.0,0.0
KK Nair,Imran Tahir,10,13,0,1,0,130.0,0.0
DR Smith,BCJ Cutting,10,13,1,2,0,130.0,0.1
JM Sharma,YS Chahal,30,39,2,2,2,130.0,0.06666666666666667
YBK Jaiswal,MJ Henry,10,13,0,1,1,130.0,0.0
SM Curran,RD Chahar,10,13,0,0,1,130.0,0.0
CH Gayle,SN Thakur,10,13,0,2,0,130.0,0.0
AJ Finch,M Kartik,10,13,0,2,0,130.0,0.0
V Shankar,M Prasidh Krishna,10,13,0,1,1,130.0,0.0
SN Khan,DL Chahar,10,13,0,1,0,130.0,0.0
Tilak Varma,KK Ahmed,10,13,2,2,0,130.0,0.2
V Kohli,Harbhajan Singh,67,87,1,3,5,129.8507462686567,0.014925373134328358
V Kohli,SB Jakati,57,74,2,6,2,129.82456140350877,0.03508771929824561
WP Saha,B Kumar,37,48,1,7,1,129.72972972972974,0.02702702702702703
M Vijay,STR Binny,27,35,1,3,1,129.62962962962962,0.037037037037037035
DJ Hussey,SK Trivedi,27,35,4,3,1,129.62962962962962,0.14814814814814814
AM Rahane,K Rabada,27,35,2,4,1,129.62962962962962,0.07407407407407407
DJ Bravo,JJ Bumrah,27,35,4,0,4,129.62962962962962,0.14814814814814814
Abhishek Sharma,RA Jadeja,27,35,1,3,1,129.62962962962962,0.037037037037037035
RG Sharma,Shakib Al Hasan,71,92,1,8,2,129.5774647887324,0.014084507042253521
DA Warner,M Kartik,17,22,0,1,1,129.41176470588235,0.0
RD Gaikwad,M Prasidh Krishna,17,22,0,3,1,129.41176470588235,0.0
AM Rahane,AF Milne,17,22,0,3,1,129.41176470588235,0.0
SR Watson,Shivam Mavi,17,22,0,2,1,129.41176470588235,0.0
AM Rahane,M Morkel,68,88,1,9,3,129.41176470588235,0.014705882352941176
WP Saha,DS Kulkarni,17,22,0,2,0,129.41176470588235,0.0
SK Raina,AD Russell,17,22,2,4,0,129.41176470588235,0.11764705882352941
BA Stokes,R Ashwin,17,22,0,3,0,129.41176470588235,0.0
GJ Maxwell,T Natarajan,17,22,2,3,0,129.41176470588235,0.11764705882352941
SR Tendulkar,SB Wagh,17,22,0,4,0,129.41176470588235,0.0
AD Mathews,A Mishra,17,22,1,2,1,129.41176470588235,0.058823529411764705
DA Miller,J Suchith,17,22,0,1,1,129.41176470588235,0.0
JA Morkel,JH Kallis,17,22,1,2,1,129.41176470588235,0.058823529411764705
JH Kallis,MF Maharoof,17,22,1,3,0,129.41176470588235,0.058823529411764705
MR Marsh,A Mishra,17,22,0,0,2,129.41176470588235,0.0
AB de Villiers,M Morkel,17,22,0,2,1,129.41176470588235,0.0
AK Markram,YS Chahal,17,22,1,1,1,129.41176470588235,0.058823529411764705
JH Kallis,R Bhatia,17,22,0,2,0,129.41176470588235,0.0
DA Warner,TA Boult,58,75,0,10,3,129.31034482758622,0.0
RV Uthappa,CH Morris,41,53,3,6,2,129.26829268292684,0.07317073170731707
RG Sharma,P Awana,24,31,2,1,2,129.16666666666669,0.08333333333333333
SP Narine,DS Kulkarni,24,31,0,6,0,129.16666666666669,0.0
JP Duminy,R Bhatia,24,31,0,1,1,129.16666666666669,0.0
GJ Maxwell,TA Boult,24,31,2,5,0,129.16666666666669,0.08333333333333333
RA Tripathi,CH Morris,24,31,2,2,2,129.16666666666669,0.08333333333333333
DJ Bravo,R Bhatia,24,31,0,1,2,129.16666666666669,0.0
AT Rayudu,HH Pandya,24,31,0,4,1,129.16666666666669,0.0
Yuvraj Singh,SL Malinga,31,40,3,7,0,129.03225806451613,0.0967741935483871
SV Samson,SN Thakur,31,40,1,5,1,129.03225806451613,0.03225806451612903
WP Saha,TA Boult,31,40,3,8,0,129.03225806451613,0.0967741935483871
KL Rahul,UT Yadav,62,80,1,9,4,129.03225806451613,0.016129032258064516
KK Nair,YS Chahal,38,49,1,6,0,128.94736842105263,0.02631578947368421
KD Karthik,Rashid Khan,38,49,3,6,0,128.94736842105263,0.07894736842105263
