batter,bowler,Balls_Faced,Runs_Scored,Times_Out,Fours,Sixes,Strike_Rate,Dismissal_Rate
BB McCullum,KV Sharma,24,38,1,1,4,158.33333333333331,0.041666666666666664
CA Pujara,MS Gony,12,19,1,4,0,158.33333333333331,0.08333333333333333
TH David,AD Russell,12,19,1,3,0,158.33333333333331,0.08333333333333333
JC Buttler,T Natarajan,24,38,1,6,1,158.33333333333331,0.041666666666666664
JC Archer,JJ Bumrah,12,19,1,3,0,158.33333333333331,0.08333333333333333
JC Buttler,M Markande,24,38,0,1,3,158.33333333333331,0.0
AC Gilchrist,B Kumar,12,19,1,3,1,158.33333333333331,0.08333333333333333
AB de Villiers,MC Henriques,36,57,1,5,2,158.33333333333331,0.027777777777777776
KP Pietersen,DT Christian,12,19,1,2,1,158.33333333333331,0.08333333333333333
MA Agarwal,Lalit Yadav,12,19,0,2,0,158.33333333333331,0.0
MC Henriques,Kuldeep Yadav,12,19,1,1,1,158.33333333333331,0.08333333333333333
PD Salt,Yash Dayal,12,19,0,3,0,158.33333333333331,0.0
N Jagadeesan,YS Chahal,12,19,0,3,0,158.33333333333331,0.0
VR Iyer,AF Milne,12,19,0,2,1,158.33333333333331,0.0
PC Valthaty,R Ashwin,12,19,0,3,0,158.33333333333331,0.0
SA Yadav,K Rabada,55,87,3,7,5,158.1818181818182,0.05454545454545454
RR Pant,JD Unadkat,31,49,2,5,2,158.06451612903226,0.06451612903225806
Tilak Varma,Akash Deep,19,30,1,3,2,157.89473684210526,0.05263157894736842
KD Karthik,R Dhawan,19,30,0,4,1,157.89473684210526,0.0
RD Gaikwad,HH Pandya,19,30,1,2,2,157.89473684210526,0.05263157894736842
AT Rayudu,Mohammed Siraj,19,30,1,2,2,157.89473684210526,0.05263157894736842
MEK Hussey,KK Cooper,19,30,1,5,0,157.89473684210526,0.05263157894736842
F du Plessis,PV Tambe,26,41,1,4,1,157.69230769230768,0.038461538461538464
KK Nair,JD Unadkat,26,41,1,4,2,157.69230769230768,0.038461538461538464
SS Iyer,KV Sharma,26,41,0,3,3,157.69230769230768,0.0
DA Warner,MJ McClenaghan,33,52,2,6,3,157.57575757575756,0.06060606060606061
G Gambhir,RP Singh,33,52,2,5,3,157.57575757575756,0.06060606060606061
SR Watson,Shakib Al Hasan,61,96,1,7,6,157.37704918032787,0.01639344262295082
AM Rahane,A Kumble,14,22,0,3,0,157.14285714285714,0.0
SS Iyer,T Shamsi,14,22,0,0,1,157.14285714285714,0.0
SS Iyer,SN Thakur,35,55,1,4,3,157.14285714285714,0.02857142857142857
SR Watson,Ravi Bishnoi,14,22,0,3,1,157.14285714285714,0.0
Nithish Kumar Reddy,Avesh Khan,14,22,1,1,2,157.14285714285714,0.07142857142857142
HH Gibbs,DP Nannes,14,22,1,2,2,157.14285714285714,0.07142857142857142
MS Dhoni,S Aravind,14,22,1,0,2,157.14285714285714,0.07142857142857142
DA Miller,TG Southee,14,22,0,3,1,157.14285714285714,0.0
MS Dhoni,Shivam Mavi,14,22,0,1,2,157.14285714285714,0.0
B Sai Sudharsan,C Green,14,22,1,4,0,157.14285714285714,0.07142857142857142
LRPL Taylor,M Kartik,28,44,0,3,3,157.14285714285714,0.0
AM Rahane,M Muralitharan,14,22,0,1,2,157.14285714285714,0.0
S Dube,Ravi Bishnoi,21,33,1,0,4,157.14285714285714,0.047619047619047616
AM Rahane,CR Woakes,14,22,1,3,1,157.14285714285714,0.07142857142857142
DA Warner,S Kaushik,14,22,0,1,1,157.14285714285714,0.0
SV Samson,NM Coulter-Nile,21,33,0,5,0,157.14285714285714,0.0
MS Dhoni,CH Morris,28,44,0,6,1,157.14285714285714,0.0
Q de Kock,A Nortje,35,55,1,4,4,157.14285714285714,0.02857142857142857
PP Shaw,Rashid Khan,14,22,1,3,0,157.14285714285714,0.07142857142857142
Mandeep Singh,AD Russell,14,22,1,0,2,157.14285714285714,0.07142857142857142
F du Plessis,Z Khan,14,22,0,4,0,157.14285714285714,0.0
S Dhawan,DJ Bravo,84,132,3,20,2,157.14285714285714,0.03571428571428571
JM Bairstow,I Sharma,14,22,0,2,0,157.14285714285714,0.0
Q de Kock,DS Kulkarni,35,55,1,8,1,157.14285714285714,0.02857142857142857
KS Williamson,MM Ali,21,33,0,2,2,157.14285714285714,0.0
KV Sharma,Sandeep Sharma,14,22,1,2,1,157.14285714285714,0.07142857142857142
Q de Kock,CH Morris,14,22,0,1,2,157.14285714285714,0.0
S Dhawan,KA Pollard,14,22,0,3,0,157.14285714285714,0.0
CH Gayle,AB Dinda,21,33,0,2,2,157.14285714285714,0.0
MM Ali,Ravi Bishnoi,21,33,2,1,3,157.14285714285714,0.09523809523809523
RA Tripathi,S Aravind,14,22,0,1,2,157.14285714285714,0.0
S Badrinath,L Balaji,14,22,1,1,1,157.14285714285714,0.07142857142857142
AJ Finch,DP Nannes,14,22,0,5,0,157.14285714285714,0.0
Rahmanullah Gurbaz,Mohammed Shami,14,22,1,2,1,157.14285714285714,0.07142857142857142
KS Bharat,K Rabada,14,22,0,1,1,157.14285714285714,0.0
AB de Villiers,R Tewatia,14,22,0,0,2,157.14285714285714,0.0
Mohammed Siraj,DJ Bravo,14,22,1,2,1,157.14285714285714,0.07142857142857142
AT Rayudu,P Negi,14,22,0,1,2,157.14285714285714,0.0
PC Valthaty,TG Southee,14,22,0,5,0,157.14285714285714,0.0
DA Warner,WD Parnell,21,33,1,6,0,157.14285714285714,0.047619047619047616
RR Pant,JR Hazlewood,14,22,0,4,0,157.14285714285714,0.0
MK Tiwary,AB Agarkar,14,22,1,1,1,157.14285714285714,0.07142857142857142
RS Bopara,PJ Sangwan,21,33,0,3,2,157.14285714285714,0.0
RV Uthappa,A Nehra,35,55,2,8,1,157.14285714285714,0.05714285714285714
P Simran Singh,I Sharma,28,44,1,8,1,157.14285714285714,0.03571428571428571
MR Marsh,K Rabada,14,22,1,0,3,157.14285714285714,0.07142857142857142
SK Raina,Azhar Mahmood,14,22,1,1,2,157.14285714285714,0.07142857142857142
YK Pathan,R Vinay Kumar,42,66,4,6,4,157.14285714285714,0.09523809523809523
YK Pathan,RP Singh,28,44,1,4,2,157.14285714285714,0.03571428571428571
SO Hetmyer,T Natarajan,30,47,2,2,3,156.66666666666666,0.06666666666666667
F du Plessis,TU Deshpande,30,47,0,6,2,156.66666666666666,0.0
SA Yadav,DJ Bravo,30,47,1,7,0,156.66666666666666,0.03333333333333333
A Symonds,DW Steyn,23,36,1,4,1,156.52173913043478,0.043478260869565216
KH Pandya,Mustafizur Rahman,23,36,1,1,2,156.52173913043478,0.043478260869565216
AM Rahane,P Awana,23,36,0,4,1,156.52173913043478,0.0
MC Henriques,YS Chahal,23,36,1,2,2,156.52173913043478,0.043478260869565216
AT Rayudu,Sandeep Sharma,46,72,3,8,3,156.52173913043478,0.06521739130434782
MK Pandey,JH Kallis,16,25,1,5,0,156.25,0.0625
AD Mathews,SP Narine,16,25,2,1,2,156.25,0.125
PA Patel,AJ Tye,16,25,0,4,0,156.25,0.0
DA Warner,Parvez Rasool,16,25,0,1,2,156.25,0.0
KD Karthik,Navdeep Saini,16,25,1,3,1,156.25,0.0625
HM Amla,RA Jadeja,16,25,0,2,1,156.25,0.0
JC Buttler,Arshdeep Singh,16,25,1,1,2,156.25,0.0625
KA Pollard,MG Johnson,16,25,0,2,1,156.25,0.0
SS Tiwary,TG Southee,16,25,0,0,2,156.25,0.0
V Sehwag,GB Hogg,16,25,2,2,1,156.25,0.125
M Vijay,J Suchith,16,25,0,2,1,156.25,0.0
M Shahrukh Khan,HV Patel,16,25,1,1,2,156.25,0.0625
RV Uthappa,RG More,16,25,0,1,0,156.25,0.0
BB McCullum,UT Yadav,32,50,1,6,2,156.25,0.03125
MS Bisla,R Vinay Kumar,16,25,0,2,1,156.25,0.0
RA Jadeja,L Balaji,16,25,2,1,2,156.25,0.125
RV Uthappa,Rashid Khan,41,64,2,4,4,156.09756097560975,0.04878048780487805
Gurkeerat Singh,R Ashwin,25,39,2,5,1,156.0,0.08
F du Plessis,SM Curran,25,39,1,3,2,156.0,0.04
KM Jadhav,RA Jadeja,25,39,1,4,1,156.0,0.04
ST Jayasuriya,I Sharma,25,39,1,6,2,156.0,0.04
Q de Kock,TU Deshpande,25,39,0,6,1,156.0,0.0
MK Tiwary,KA Pollard,25,39,2,6,0,156.0,0.08
Q de Kock,I Sharma,34,53,2,9,1,155.88235294117646,0.058823529411764705
KD Karthik,Mohammed Shami,34,53,3,5,2,155.88235294117646,0.08823529411764706
S Dhawan,T Natarajan,34,53,0,5,3,155.88235294117646,0.0
JD Ryder,KMDN Kulasekara,27,42,2,7,0,155.55555555555557,0.07407407407407407
Abhishek Sharma,R Ashwin,18,28,1,1,2,155.55555555555557,0.05555555555555555
G Gambhir,M Morkel,18,28,1,4,0,155.55555555555557,0.05555555555555555
RV Uthappa,MA Starc,18,28,0,3,1,155.55555555555557,0.0
S Dube,Rashid Khan,18,28,1,0,3,155.55555555555557,0.05555555555555555
CH Gayle,Mohammed Shami,18,28,0,1,3,155.55555555555557,0.0
HH Pandya,SP Narine,45,70,0,2,5,155.55555555555557,0.0
JA Morkel,RP Singh,18,28,1,2,1,155.55555555555557,0.05555555555555555
HH Pandya,Umran Malik,18,28,1,5,0,155.55555555555557,0.05555555555555555
SK Raina,NLTC Perera,27,42,2,4,1,155.55555555555557,0.07407407407407407
Ishan Kishan,M Prasidh Krishna,18,28,0,5,0,155.55555555555557,0.0
Q de Kock,Parvez Rasool,18,28,0,4,0,155.55555555555557,0.0
DA Warner,RP Singh,27,42,1,4,3,155.55555555555557,0.037037037037037035
SV Samson,RD Chahar,36,56,2,4,2,155.55555555555557,0.05555555555555555
F du Plessis,Ravi Bishnoi,63,98,0,8,4,155.55555555555557,0.0
F du Plessis,Shivam Mavi,18,28,2,4,0,155.55555555555557,0.1111111111111111
HH Pandya,MP Stoinis,18,28,2,1,2,155.55555555555557,0.1111111111111111
RD Gaikwad,JD Unadkat,18,28,0,1,1,155.55555555555557,0.0
MA Agarwal,Avesh Khan,27,42,0,5,1,155.55555555555557,0.0
SR Tendulkar,JA Morkel,47,73,0,11,3,155.3191489361702,0.0
BB McCullum,M Morkel,38,59,1,8,2,155.26315789473685,0.02631578947368421
LRPL Taylor,A Mishra,29,45,1,1,4,155.17241379310346,0.034482758620689655
Ishan Kishan,Imran Tahir,29,45,5,4,3,155.17241379310346,0.1724137931034483
KD Karthik,HH Pandya,29,45,0,3,2,155.17241379310346,0.0
SA Yadav,MM Sharma,29,45,2,5,3,155.17241379310346,0.06896551724137931
DJ Bravo,CH Morris,20,31,1,4,0,155.0,0.05
B Sai Sudharsan,Arshdeep Singh,20,31,1,3,1,155.0,0.05
PA Patel,Imran Tahir,20,31,1,3,1,155.0,0.05
SS Tiwary,JH Kallis,20,31,0,4,1,155.0,0.0
PP Shaw,Shakib Al Hasan,20,31,1,2,2,155.0,0.05
YBK Jaiswal,Mohsin Khan,20,31,1,5,1,155.0,0.05
WP Saha,AR Patel,20,31,0,3,1,155.0,0.0
Ishan Kishan,JD Unadkat,20,31,1,3,1,155.0,0.05
SE Marsh,AB Dinda,20,31,0,4,1,155.0,0.0
AT Rayudu,GJ Maxwell,20,31,1,1,2,155.0,0.05
D Padikkal,Mustafizur Rahman,31,48,1,7,2,154.83870967741936,0.03225806451612903
RA Jadeja,AD Russell,31,48,0,3,3,154.83870967741936,0.0
MK Pandey,IK Pathan,31,48,0,3,4,154.83870967741936,0.0
RG Sharma,DS Kulkarni,42,65,4,7,4,154.76190476190476,0.09523809523809523
SK Raina,IK Pathan,42,65,1,7,4,154.76190476190476,0.023809523809523808
S Dhawan,Jalaj S Saxena,11,17,0,3,0,154.54545454545453,0.0
MS Dhoni,RS Bopara,11,17,0,3,0,154.54545454545453,0.0
KL Rahul,N Burger,11,17,0,2,1,154.54545454545453,0.0
S Badrinath,Yuvraj Singh,11,17,1,1,1,154.54545454545453,0.09090909090909091
E Lewis,DS Kulkarni,11,17,2,2,1,154.54545454545453,0.18181818181818182
OA Shah,JEC Franklin,11,17,0,1,1,154.54545454545453,0.0
SS Tiwary,RA Jadeja,22,34,2,3,1,154.54545454545453,0.09090909090909091
SS Tiwary,CH Gayle,11,17,0,3,0,154.54545454545453,0.0
D Padikkal,A Nortje,11,17,3,3,0,154.54545454545453,0.2727272727272727
JP Duminy,KW Richardson,11,17,1,2,1,154.54545454545453,0.09090909090909091
AJ Finch,JL Pattinson,11,17,0,2,0,154.54545454545453,0.0
PP Chawla,MM Sharma,11,17,3,1,1,154.54545454545453,0.2727272727272727
Q de Kock,Mohammed Siraj,33,51,2,4,5,154.54545454545453,0.06060606060606061
Shubman Gill,K Kartikeya,22,34,1,2,2,154.54545454545453,0.045454545454545456
AK Markram,Mohammed Shami,11,17,1,1,1,154.54545454545453,0.09090909090909091
SD Hope,Yash Dayal,11,17,1,4,0,154.54545454545453,0.09090909090909091
DPMD Jayawardene,MC Henriques,11,17,0,3,0,154.54545454545453,0.0
AD Mathews,S Kaul,11,17,1,1,1,154.54545454545453,0.09090909090909091
JM Bairstow,A Mishra,11,17,0,1,1,154.54545454545453,0.0
YK Pathan,GD McGrath,11,17,0,2,1,154.54545454545453,0.0
SE Marsh,Basil Thampi,11,17,0,3,0,154.54545454545453,0.0
KS Williamson,Navdeep Saini,11,17,0,2,0,154.54545454545453,0.0
RS Bopara,JH Kallis,22,34,1,3,1,154.54545454545453,0.045454545454545456
JH Kallis,L Balaji,11,17,2,4,0,154.54545454545453,0.18181818181818182
BB McCullum,DE Bollinger,11,17,0,3,0,154.54545454545453,0.0
S Badrinath,AM Nayar,22,34,0,4,0,154.54545454545453,0.0
S Dhawan,MN Samuels,11,17,0,2,1,154.54545454545453,0.0
Y Venugopal Rao,L Balaji,11,17,0,1,1,154.54545454545453,0.0
RR Pant,Mujeeb Ur Rahman,11,17,2,3,0,154.54545454545453,0.18181818181818182
VR Iyer,N Thushara,11,17,0,2,1,154.54545454545453,0.0
H Klaasen,SP Narine,22,34,0,2,1,154.54545454545453,0.0
C Green,Washington Sundar,11,17,0,1,1,154.54545454545453,0.0
JM Sharma,R Ashwin,11,17,0,0,2,154.54545454545453,0.0
MK Pandey,R Parag,11,17,0,2,0,154.54545454545453,0.0
MA Agarwal,Mohammed Siraj,22,34,0,4,1,154.54545454545453,0.0
M Vohra,SR Watson,22,34,0,5,1,154.54545454545453,0.0
AC Gilchrist,Mohammad Asif,11,17,1,2,1,154.54545454545453,0.09090909090909091
MP Stoinis,Abhishek Sharma,11,17,1,0,2,154.54545454545453,0.09090909090909091
ST Jayasuriya,MS Gony,22,34,1,2,3,154.54545454545453,0.045454545454545456
GC Smith,WPUJC Vaas,11,17,1,3,0,154.54545454545453,0.09090909090909091
SW Billings,YS Chahal,11,17,1,1,1,154.54545454545453,0.09090909090909091
SW Billings,MM Sharma,11,17,0,3,0,154.54545454545453,0.0
AJ Finch,RA Jadeja,22,34,1,4,1,154.54545454545453,0.045454545454545456
PP Shaw,Arshad Khan,11,17,0,3,0,154.54545454545453,0.0
MS Dhoni,Avesh Khan,22,34,2,3,3,154.54545454545453,0.09090909090909091
SK Raina,A Mithun,11,17,0,0,2,154.54545454545453,0.0
BJ Rohrer,PV Tambe,11,17,0,3,0,154.54545454545453,0.0
RG Sharma,P Dubey,11,17,0,0,2,154.54545454545453,0.0
V Sehwag,AA Chavan,22,34,0,6,0,154.54545454545453,0.0
SK Raina,Gurkeerat Singh,11,17,0,2,0,154.54545454545453,0.0
RG Sharma,D Wiese,11,17,1,2,1,154.54545454545453,0.09090909090909091
SK Raina,PP Ojha,44,68,2,1,4,154.54545454545453,0.045454545454545456
RA Jadeja,Yuvraj Singh,11,17,0,0,1,154.54545454545453,0.0
CH Gayle,DE Bollinger,11,17,0,0,2,154.54545454545453,0.0
CA Lynn,S Kaushik,11,17,0,2,1,154.54545454545453,0.0
MK Pandey,A Nortje,11,17,0,3,0,154.54545454545453,0.0
DPMD Jayawardene,AB Dinda,11,17,2,1,1,154.54545454545453,0.18181818181818182
GJ Bailey,JJ Bumrah,11,17,1,1,1,154.54545454545453,0.09090909090909091
DA Warner,Arshdeep Singh,46,71,0,7,3,154.34782608695653,0.0
S Dube,SN Thakur,35,54,0,6,2,154.2857142857143,0.0
V Kohli,A Mishra,105,162,3,13,8,154.2857142857143,0.02857142857142857
MM Ali,M Prasidh Krishna,24,37,0,4,2,154.16666666666669,0.0
RG Sharma,A Nortje,24,37,2,3,3,154.16666666666669,0.08333333333333333
YK Pathan,A Mishra,61,94,1,7,6,154.0983606557377,0.01639344262295082
MA Agarwal,K Rabada,37,57,1,2,4,154.05405405405406,0.02702702702702703
Shubman Gill,AJ Tye,13,20,0,3,0,153.84615384615387,0.0
DR Smith,VR Aaron,13,20,1,3,0,153.84615384615387,0.07692307692307693
YBK Jaiswal,Avesh Khan,13,20,0,3,0,153.84615384615387,0.0
Shubman Gill,CV Varun,13,20,0,3,0,153.84615384615387,0.0
AM Rahane,M Prasidh Krishna,13,20,1,4,0,153.84615384615387,0.07692307692307693
Shahbaz Ahmed,AR Patel,13,20,0,1,1,153.84615384615387,0.0
R Ashwin,RD Chahar,13,20,0,2,1,153.84615384615387,0.0
PA Patel,DS Kulkarni,26,40,2,6,1,153.84615384615387,0.07692307692307693
RR Pant,MC Henriques,13,20,0,3,0,153.84615384615387,0.0
KS Williamson,MK Lomror,13,20,0,1,1,153.84615384615387,0.0
AB de Villiers,RG Sharma,13,20,0,1,1,153.84615384615387,0.0
RG Sharma,SR Watson,52,80,1,8,3,153.84615384615387,0.019230769230769232
RG Sharma,V Pratap Singh,13,20,0,2,1,153.84615384615387,0.0
SE Marsh,A Chandila,13,20,0,1,1,153.84615384615387,0.0
RV Uthappa,DS Kulkarni,39,60,4,9,2,153.84615384615387,0.10256410256410256
RV Uthappa,Mohammed Siraj,39,60,1,10,2,153.84615384615387,0.02564102564102564
Rashid Khan,Avesh Khan,13,20,1,3,0,153.84615384615387,0.07692307692307693
Mandeep Singh,MR Marsh,13,20,0,1,1,153.84615384615387,0.0
CH Morris,B Kumar,13,20,1,2,0,153.84615384615387,0.07692307692307693
V Shankar,Suyash Sharma,13,20,0,2,0,153.84615384615387,0.0
VVS Laxman,A Kumble,13,20,0,3,0,153.84615384615387,0.0
M Vohra,P Negi,13,20,1,1,1,153.84615384615387,0.07692307692307693
V Sehwag,JJ Bumrah,13,20,0,2,1,153.84615384615387,0.0
V Kohli,R Bhatia,26,40,0,4,1,153.84615384615387,0.0
JA Morkel,PJ Sangwan,13,20,1,1,2,153.84615384615387,0.07692307692307693
M Vijay,S Aravind,26,40,4,2,4,153.84615384615387,0.15384615384615385
RA Jadeja,MP Stoinis,13,20,0,3,0,153.84615384615387,0.0
JM Bairstow,MP Stoinis,13,20,0,1,1,153.84615384615387,0.0
Tilak Varma,AR Patel,13,20,0,1,1,153.84615384615387,0.0
R Powell,SP Narine,13,20,2,1,2,153.84615384615387,0.15384615384615385
R Sathish,R Vinay Kumar,13,20,0,1,1,153.84615384615387,0.0
T Stubbs,SP Narine,13,20,0,0,2,153.84615384615387,0.0
SK Raina,NM Coulter-Nile,13,20,1,2,1,153.84615384615387,0.07692307692307693
G Gambhir,AD Mathews,39,60,0,7,1,153.84615384615387,0.0
DJ Hooda,PWH de Silva,13,20,2,1,2,153.84615384615387,0.15384615384615385
KC Sangakkara,KP Pietersen,13,20,0,2,1,153.84615384615387,0.0
JC Buttler,DL Chahar,41,63,0,7,3,153.65853658536585,0.0
AT Rayudu,TA Boult,28,43,0,4,3,153.57142857142858,0.0
SR Tendulkar,NLTC Perera,28,43,0,6,1,153.57142857142858,0.0
RV Uthappa,L Balaji,43,66,0,5,5,153.48837209302326,0.0
PA Patel,SN Thakur,30,46,2,4,2,153.33333333333334,0.06666666666666667
RR Pant,KK Ahmed,15,23,1,2,1,153.33333333333334,0.06666666666666667
Abhishek Sharma,LS Livingstone,15,23,0,1,2,153.33333333333334,0.0
GJ Maxwell,CV Varun,30,46,3,5,2,153.33333333333334,0.1
Y Venugopal Rao,A Nehra,15,23,2,1,2,153.33333333333334,0.13333333333333333
BB McCullum,BB Sran,15,23,0,3,1,153.33333333333334,0.0
SA Yadav,A Mishra,15,23,0,3,0,153.33333333333334,0.0
YK Pathan,Mohammed Shami,15,23,0,1,1,153.33333333333334,0.0
SK Raina,Shahid Afridi,15,23,0,3,1,153.33333333333334,0.0
RD Gaikwad,A Nortje,30,46,2,5,2,153.33333333333334,0.06666666666666667
RA Tripathi,NT Ellis,15,23,0,2,1,153.33333333333334,0.0
RG Sharma,GJ Maxwell,15,23,1,2,1,153.33333333333334,0.06666666666666667
M Shahrukh Khan,KV Sharma,15,23,0,1,2,153.33333333333334,0.0
AT Rayudu,Mustafizur Rahman,15,23,0,3,0,153.33333333333334,0.0
RA Tripathi,R Tewatia,30,46,1,1,4,153.33333333333334,0.03333333333333333
S Dhawan,D Pretorius,15,23,0,3,0,153.33333333333334,0.0
PD Salt,SM Curran,15,23,1,1,2,153.33333333333334,0.06666666666666667
HH Pandya,T Natarajan,15,23,0,2,1,153.33333333333334,0.0
DJ Bravo,UT Yadav,15,23,2,2,0,153.33333333333334,0.13333333333333333
MS Dhoni,P Kumar,30,46,1,5,2,153.33333333333334,0.03333333333333333
AB de Villiers,Shakib Al Hasan,32,49,0,4,2,153.125,0.0
CA Lynn,MJ McClenaghan,32,49,1,7,2,153.125,0.03125
D Padikkal,Arshdeep Singh,32,49,3,4,3,153.125,0.09375
KP Pietersen,A Nehra,17,26,0,2,2,152.94117647058823,0.0
F du Plessis,R Tewatia,17,26,1,1,2,152.94117647058823,0.058823529411764705
Ishan Kishan,SP Narine,34,52,2,2,5,152.94117647058823,0.058823529411764705
F du Plessis,A Nehra,17,26,0,4,1,152.94117647058823,0.0
M Shahrukh Khan,SN Thakur,17,26,0,4,0,152.94117647058823,0.0
S Sohal,AB Dinda,17,26,0,2,2,152.94117647058823,0.0
S Dhawan,P Negi,17,26,0,3,0,152.94117647058823,0.0
STR Binny,R Vinay Kumar,17,26,3,4,0,152.94117647058823,0.17647058823529413
PA Patel,MM Patel,17,26,1,3,0,152.94117647058823,0.058823529411764705
DJ Bravo,I Sharma,17,26,1,5,0,152.94117647058823,0.058823529411764705
MK Pandey,NM Coulter-Nile,17,26,0,3,1,152.94117647058823,0.0
SR Tendulkar,Azhar Mahmood,17,26,1,5,0,152.94117647058823,0.058823529411764705
AM Rahane,STR Binny,17,26,0,5,0,152.94117647058823,0.0
KA Pollard,DJ Bravo,89,136,4,12,8,152.80898876404493,0.0449438202247191
AT Rayudu,RD Chahar,36,55,1,4,3,152.77777777777777,0.027777777777777776
RA Jadeja,AR Patel,19,29,1,3,1,152.63157894736844,0.05263157894736842
WP Saha,K Rabada,38,58,4,6,3,152.63157894736844,0.10526315789473684
KP Pietersen,R Sharma,19,29,1,2,2,152.63157894736844,0.05263157894736842
KS Williamson,MP Stoinis,19,29,1,3,1,152.63157894736844,0.05263157894736842
Shakib Al Hasan,SR Watson,19,29,0,1,2,152.63157894736844,0.0
BB McCullum,SK Raina,19,29,0,2,1,152.63157894736844,0.0
SE Marsh,DS Kulkarni,19,29,1,5,0,152.63157894736844,0.05263157894736842
M Vijay,SW Tait,19,29,0,2,2,152.63157894736844,0.0
H Klaasen,Harshit Rana,19,29,2,2,2,152.63157894736844,0.10526315789473684
V Kohli,DJ Bravo,103,157,2,17,4,152.4271844660194,0.019417475728155338
YK Pathan,P Kumar,21,32,1,5,0,152.38095238095238,0.047619047619047616
RA Jadeja,Mohammed Shami,21,32,2,3,1,152.38095238095238,0.09523809523809523
MA Agarwal,MP Stoinis,21,32,2,2,2,152.38095238095238,0.09523809523809523
SK Raina,HH Pandya,21,32,2,2,2,152.38095238095238,0.09523809523809523
KD Karthik,CJ Jordan,21,32,4,4,1,152.38095238095238,0.19047619047619047
SK Raina,MG Johnson,42,64,2,5,3,152.38095238095238,0.047619047619047616
SPD Smith,DJ Bravo,42,64,3,4,3,152.38095238095238,0.07142857142857142
SS Iyer,Kuldeep Yadav,42,64,2,2,4,152.38095238095238,0.047619047619047616
Tilak Varma,CV Varun,21,32,1,3,1,152.38095238095238,0.047619047619047616
KC Sangakkara,DS Kulkarni,21,32,1,3,1,152.38095238095238,0.047619047619047616
D Padikkal,SM Curran,21,32,1,2,2,152.38095238095238,0.047619047619047616
AK Markram,Kuldeep Yadav,21,32,1,1,3,152.38095238095238,0.047619047619047616
WP Saha,TU Deshpande,21,32,0,4,1,152.38095238095238,0.0
KM Jadhav,SP Narine,21,32,0,4,1,152.38095238095238,0.0
RV Uthappa,SK Warne,23,35,3,5,1,152.17391304347828,0.13043478260869565
RR Pant,SR Watson,23,35,0,2,2,152.17391304347828,0.0
MK Pandey,DL Chahar,23,35,1,6,0,152.17391304347828,0.043478260869565216
AC Gilchrist,DJ Bravo,23,35,2,1,3,152.17391304347828,0.08695652173913043
IK Pathan,I Sharma,23,35,0,4,1,152.17391304347828,0.0
N Rana,Mohammed Siraj,23,35,2,7,0,152.17391304347828,0.08695652173913043
G Gambhir,A Singh,23,35,1,6,0,152.17391304347828,0.043478260869565216
RV Uthappa,R Bhatia,25,38,0,0,4,152.0,0.0
KH Pandya,JD Unadkat,25,38,1,2,3,152.0,0.04
Shubman Gill,A Nortje,25,38,4,4,2,152.0,0.16
WP Saha,MJ McClenaghan,25,38,2,7,0,152.0,0.08
KK Nair,UT Yadav,25,38,2,3,2,152.0,0.08
SS Iyer,AR Patel,52,79,1,7,3,151.9230769230769,0.019230769230769232
N Rana,HH Pandya,27,41,3,4,3,151.85185185185185,0.1111111111111111
DR Smith,Ankit Sharma,27,41,1,4,2,151.85185185185185,0.037037037037037035
Shubman Gill,KK Ahmed,29,44,2,6,1,151.72413793103448,0.06896551724137931
SE Marsh,JP Faulkner,29,44,0,5,1,151.72413793103448,0.0
D Padikkal,DL Chahar,29,44,0,7,1,151.72413793103448,0.0
PP Shaw,SP Narine,31,47,0,3,2,151.61290322580646,0.0
JA Morkel,YK Pathan,31,47,1,4,3,151.61290322580646,0.03225806451612903
MK Pandey,Imran Tahir,31,47,0,0,4,151.61290322580646,0.0
AC Gilchrist,JA Morkel,31,47,3,7,2,151.61290322580646,0.0967741935483871
KL Rahul,DR Sams,33,50,0,2,4,151.5151515151515,0.0
DA Miller,B Kumar,33,50,1,1,3,151.5151515151515,0.030303030303030304
KD Karthik,JH Kallis,35,53,1,5,3,151.42857142857142,0.02857142857142857
Q de Kock,Mustafizur Rahman,35,53,1,6,2,151.42857142857142,0.02857142857142857
GC Smith,Z Khan,35,53,1,9,0,151.42857142857142,0.02857142857142857
G Gambhir,MS Gony,35,53,2,7,1,151.42857142857142,0.05714285714285714
SS Iyer,UT Yadav,35,53,0,7,1,151.42857142857142,0.0
MK Pandey,UT Yadav,39,59,0,9,1,151.28205128205127,0.0
S Dhawan,SM Curran,39,59,0,8,2,151.28205128205127,0.0
SC Ganguly,PP Ojha,43,65,2,4,6,151.1627906976744,0.046511627906976744
Q de Kock,UT Yadav,43,65,2,7,4,151.1627906976744,0.046511627906976744
F du Plessis,JJ Bumrah,43,65,1,5,4,151.1627906976744,0.023255813953488372
Q de Kock,K Rabada,45,68,0,5,5,151.11111111111111,0.0
Ishan Kishan,Mohammed Siraj,49,74,2,6,6,151.0204081632653,0.04081632653061224
JC Buttler,Kuldeep Yadav,49,74,2,7,3,151.0204081632653,0.04081632653061224
S Dhawan,SN Thakur,53,80,3,12,1,150.9433962264151,0.05660377358490566
KL Rahul,JC Archer,59,89,0,11,3,150.84745762711864,0.0
KL Rahul,YS Chahal,83,125,2,9,5,150.60240963855424,0.024096385542168676
S Dhawan,Shahid Afridi,10,15,0,2,0,150.0,0.0
